Brand,Model,Series,Thickness,Dimensions (WxDxH),Weight,Colors,Operating System,Operating System Type,Display Size,Display Resolution,Pixel Density,Display Type,Display Features,Display Touchscreen,Processor,Clock-speed,Chipset,Cache,Graphic Processor,Capacity,RAM Type,RAM Speed,Memory Slots,Memory Layout,SSD Capacity,SSD Type,Battery Cell,Battery Type,Power Supply,Wireless LAN,Wi-Fi Version,Bluetooth,Bluetooth Version,Other Networking Options,HDMI Ports,USB 2.0 slots,SD Card Reader,Ethernet ports,Headphone Jack,Microphone Jack,Web-cam,Video Recording,Audio Solution,Speakers,Sound Technologies,In-built Microphone,Microphone Type,Pointing device,Keyboard,Fingerprint scanner,Face Recognition,Warranty,Sales Package,Refresh Rate,Brightness,Graphics Memory,Expandable Memory,Thunderbolt Port,VGA Port,Backlit Keyboard,HDD Capacity,HDD Speed(RPM),HDD Type,USB 3.0 slots,Secondary cam(Rear-facing),Lockport,Battery Life,USB Type C,Battery Capacity,Aspect Ratio,Number of Cores,SSD Interface,Fast Charging Support,market_status,Price (Rs)
Asus,S433FL-EB197TS,VivoBook S14,15.9 Millimeter thickness (Slim),324 x 213 x 15.9  mm,2.45 Kg weight,Grey,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-10510U (10th Gen),1.8 Ghz,,8 MB,NVIDIA GeForce MX250,8 GB,DDR4,2666 Mhz,1,1x8 Gigabyte,512 GB,,3 Cell,Li-Po,50 W AC Adapter W,802.11 b/g/n,4.0,Yes,4.0,,1.0,1.0,,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,,,,,,No,,,1.0,,,,,,Out of Stock,69450.0
Asus,X415JA-EK331T,VivoBook 14,20 Millimeter thickness,325 x 216 x 20  mm,1.6 Kg weight,Slate Grey,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD Anti-glare Display,No,Intel Core i3-1005G1 (10th Gen),1.2 Ghz,,4 MB,Intel UHD,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,128 GB,,2 Cell,Li-Po,37 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.0,Multi-Format SD media card reader,1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,Sonic Master,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",60 Hz,,,,,,,1 TB,5400 RPM,SATA,1.0,No,,,1.0,,,,,,Out of Stock,39657.0
Lenovo,Slim 3 (81W1004EIN),Ideapad,,,1.8 Kg weight,Silver,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD TN 220nits Anti-glare Display,No,AMD Quad Core Ryzen 5 3500U,2.1 Ghz,,4 MB,AMD Radeon Vega 8,8 GB,DDR4,2400 Mhz,2,2x4 Gigabyte,512 GB,M.2/Optane,2 Cell,Li-Ion,35 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader,1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,Dolby Audio,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Non English Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,"Yes, Non Backlit English Keyboard",,,,,No,,9.6 Hrs,,,,,,,Out of Stock,42990.0
Lenovo,5 14ITL05 (82HS0090IN),Ideapad Flex,17.9 Millimeter thickness,321.5 x 217.5 x 17.9  mm,1.5 Kg weight,Black,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD Anti-glare Display,No,Intel Core i3-1115G4 (11th Gen),3.0 Ghz,,6 MB,Intel UHD,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,512 GB,,,Li-Ion,52.5 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader (4-in-1),1.0,,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,,No,,,1.0,,,,,,Out of Stock,57490.0
Lenovo,15p (20V3002WIH),ThinkBook,,,1.9 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-10750H (10th Gen),2.6 Ghz,,12 MB,NVIDIA GeForce GTX 1650 Ti Max-Q,16 GB,DDR4,2933 Mhz,1,1x16 Gigabyte,1 TB,M.2/Optane,3 Cell,Li-Po,57 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader,1.0,,Yes,1.0,Yes,Yes,Yes,720p HD,Harman Kardon,Built-in Speakers,Dolby Audio,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,,,,,,,,,No,,,1.0,,,,,,Out of Stock,109990.0
Lenovo,P15v (20TRS12000),Thinkpad,24 Millimeter thickness,367 x 250 x 24  mm,2.07 Kg weight,Black,Windows 10 Professional,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit Anti-glare IPS Display   300 nits   45% NTSC,No,Intel Core i7-10750H (10th Gen),2.6 Ghz,,12 MB,NVIDIA Quadro P620,16 GB,DDR4,,1,1x16 Gigabyte,1 TB,,6 Cell,,68 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader,1.0,,Yes,1.0,Yes,Yes,Yes,720p HD,,Stereo Speakers,Dolby Atmos HD Audio,Yes,Dual array Far-Field Microphone,Touchpad with Multi-touch Gesture Support,Standard Notebook Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,,,,,,,,,,,12 Hrs,1.0,,,,,,Out of Stock,139990.0
MSI,Modern 14 B10MW-426IN,,16.9 Millimeter thickness,319 x 220 x 16.9  mm,1.3 Kg weight (Light-weight),Bluestone,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit IPS Display,No,Intel Core i3-10110U (10th Gen),2.1 Ghz,,4 MB,Intel UHD,8 GB,DDR4,2666 Mhz,1,1x8 Gigabyte,256 GB,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader,1.0,2.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,2 x 2 W Stereo Speakers with Hi-Res Audio,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Single Backlight White Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",60 Hz,,,,,,,,,,,,,,1.0,,,,,,Out of Stock,33499.0
Lenovo,Slim 3 (81W1008LIN),Ideapad,,,1.8 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD TN Anti-glare 220nits Display,No,AMD Dual Core Ryzen 3 3250U,2.6 Ghz,,1 MB,AMD Radeon,4 GB,DDR4,2400 Mhz,1,1x4 Gigabyte,512 GB,M.2/Optane,2 Cell,Li-Ion,35 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader,1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,Dolby Audio,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,,No,,,,,,,,,Out of Stock,32990.0
Lenovo,3 15IIL05,Ideapad,19 Millimeter thickness,362 x 253 x 19  mm,1.85 Kg weight,Grey,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i5-1035G1 (10th Gen),1.0 Ghz,,6 MB,Intel UHD,8 GB,DDR4,2666 Mhz,1,1x8 Gigabyte,512 GB,,,Li-Po,45 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader,1.0,1.0,Yes,1.0,Yes,Yes,Yes,720p HD,,Stereo Speakers,Dolby Audio,Yes,Dual Array Digital Microphone,Touchpad with Multi-touch Gesture Support,Standard Notebook Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,,,,,,,,,,,Out of Stock,54994.0
Lenovo,15p (20V3002AIN),ThinkBook,,,1.9 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i5-10300H (10th Gen),2.5 Ghz,,8 MB,NVIDIA GeForce GTX 1650 Max Q,8 GB,DDR4,2933 Mhz,1,1x8 Gigabyte,512 GB,,3 Cell,Li-Ion,57 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,Multi-Format SD media card reader,1.0,,Yes,1.0,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,,,,,,,,,No,,,1.0,,,,,,Out of Stock,81990.0
Asus,K413JA-EK284T,Vivobook,17.9 Millimeter thickness,324 x 215 x 17.9  mm,1.4 Kg weight (Light-weight),Transparent Silver,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit Anti-Glare Display (220 nits Brightness   45% NTSC Color Gamut   84% Screen-to-Body Ratio),No,Intel Core i5-1035G1 (10th Gen),1.0 Ghz,,6 MB,Intel UHD,8 GB,DDR4,,1,1x8 Gigabyte,512 GB,,3 Cell,Li-Ion,45 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader,1.0,2.0,Yes,,Yes,Yes,Yes,720p HD,Harman Kardon,Built-in Speakers,Audio by ICEpower,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,,No,,9 Hrs,1.0,,,,,,Out of Stock,54990.0
Asus,GU502LV-AZ002T,ROG Zephyrus M15,19.9 Millimeter thickness,360 x 252 x 19.9  mm,1.9 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-10750H (10th Gen),2.6 Ghz,,12 MB,NVIDIA Geforce RTX 2060,16 GB,DDR4,,1,1x16 Gigabyte,1 TB,,4 Cell,Li-Po,230 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,3.0,,1.0,Yes,Yes,Yes,720p HD,,Built-in Speakers,Smart Amp Technology,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",240 Hz,,6 GB,32 GB,,,"Yes, Gaming Backlit Keyboard",,,,1.0,No,,,1.0,,,,NVMe,,Out of Stock,111400.0
Asus,S530FN-BQ257T,Vivobook S15,18 Millimeter thickness,361.4 x 243 x 18  mm,1.7 Kg weight,"Silver, Blue, Yellow",Windows 10 Home Basic,64-bit,15. Inches (38.1 cm),1920 x 1080 Pixels,147 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i5-8265U (8th Gen),1.6 Ghz,,6 MB,NVIDIA GeForce MX150,8 GB,DDR4,2400 Mhz,1,1x8 Gigabyte,256 GB,,3 Cell,Li-Ion,42 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD media card reader,1.0,2.0,Yes,1.0,Yes,Yes,Yes,720p HD,,Stereo Speakers,Asus Sonic Master Technology,Yes,Dual Array Digital Microphone,Precision Touchpad (PTP) technology supports up to four-finger smart gestures,"Full-size (optional), with 1.4mm key travel",Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,"Yes, Full-size backlit (optional), with 1.4mm key travel",1 TB,5400 RPM,SATA,,No,,,1.0,,,,,,Out of Stock,60000.0
Acer,A515-56G (NX.A8RSI.001),Aspire 5,17.9 Millimeter thickness,363 x 238.5 x 17.9  mm,1.7 Kg weight,Blue,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i5-1135G7 (11th Gen),4.2 Ghz,,8 MB,NVIDIA GeForce MX350,8 GB,DDR4,,1,1x8 Gigabyte,512 GB,,3 Cell,Li-Ion,48 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,,,1.0,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,,,,,1.0,No,,8 Hrs,1.0,,,,,,Out of Stock,52990.0
Dell,15 3501 (D560400WIN9SL),Inspiron 15,17.7 Millimeter thickness,355 x 248 x 17.7  mm,1.83 Kg weight,Mint,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit Anti-glare Display,No,Intel Core i5-1135G7 (11th Gen),2.4 Ghz,,8 MB,Intel UHD,8 GB,DDR4,2400 Mhz,1,1x8 Gigabyte,256 GB,,3 Cell,Li-Ion,42 W AC Adapter W,802.11 a/b/g/n,4.0,Yes,4.1,Multi-Format SD media card reader,1.0,2.0,Yes,1.0,Yes,Yes,Yes,720p HD,,Stereo Speakers,Waves Maxx Audio Pro,Yes,Dual Array Digital Microphone,Touchpad with Multi-touch Gesture Support,English International Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,No,"Yes, English International Backlit Keyboard",1 TB,5400 RPM,SATA,1.0,,,,,,,,,,Out of Stock,58994.0
HP,445 G7 (1F3Z3PA),ProBook,17.9 Millimeter thickness,324.2 x 237.7 x 17.9  mm,1.6 Kg weight,Grey,DOS,,14 Inches (35.56 cm),1366 x 768 Pixels,112 ppi,LED,HD LED Backlit Anti-glare Display,No,AMD Quad Core Ryzen 3 4300U,2.7 Ghz,,4 MB,AMD Radeon,8 GB,DDR4,3200 Mhz,2,2x4 Gigabyte,,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader (3-in-1),,,Yes,1.0,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Integrated Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,1 TB,5400 RPM,SATA,,No,,,1.0,,,,,,Out of Stock,46074.0
Asus,G512LV-AZ224TS,ROG Strix G15,21 Millimeter thickness,360 x 275 x 21  mm,2.3 Kg weight,Electro Punk,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD Anti-glare Display,No,Intel Core i7-10870H (10th Gen),2.2 Ghz,,16 MB,NVIDIA GeForce RTX 2060,16 GB,DDR4,3200 Mhz,2,2x8 Gigabyte,1 TB,,4 Cell,Li-Ion,230 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,,,1.0,Yes,Yes,Yes,720p HD,,Dual Speakers,Smart Amp Technology,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",240 Hz,,6 GB,32 GB,,,"Yes, Gaming Backlit Keyboard",,,,1.0,No,,,1.0,,,,,,Out of Stock,129990.0
Asus,P1440FA-FQ0538R,PRO,23.2 Millimeter thickness,340 x 240 x 23.2  mm,1.68 Kg weight,Black,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1366 x 768 Pixels,112 ppi,LED,HD LED Backlit TFT Display,No,Intel Core i5-8265U (8th Gen),1.6 Ghz,,6 MB,Intel HD 620,8 GB,DDR4,2400 Mhz,1,1x8 Gigabyte,,,4 Cell,Li-Po,44 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.1,Multi-Format SD media card reader,1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,Yes,,1 TB,5400 RPM,SATA,2.0,No,,,,,,,,,Out of Stock,55000.0
Asus,X413EP-EK513TS,VivoBook Ultra 14,19.1 Millimeter thickness,324 x 215 x 19.1  mm,1.40 Kg weight (Light-weight),Dreamy White,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit Anti-glare Display (16:9 Aspect Ratio   45% NTSC Color Gamut   220 nits Brightness   84 Screen-to-body Ratio),No,Intel Core i5-1135G7 (11th Gen),4.2 Ghz,Intel SoC,8 MB,NVIDIA GeForce MX330,8 GB,DDR4,,1,1x8 Gigabyte,512 GB,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader,1.0,2.0,Yes,,Yes,Yes,Yes,720p HD,Harman Kardon,Built-in Speakers,Audio by ICEpower,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,"Yes, Backlit Chiclet Keyboard",,,,,No,Yes,,1.0,,,,,,Out of Stock,79990.0
HP,445 G7 (1F3Y5PA),ProBook,17.9 Millimeter thickness,324.2 x 237.7 x 17.9  mm,1.6 Kg weight,Black,Windows 10 Professional,64-bit,14 Inches (35.56 cm),1366 x 768 Pixels,112 ppi,LED,HD LED Backlit Anti-glare Display,No,AMD Hexa Core Ryzen 5 4500U,2.3 Ghz,,8 MB,AMD Radeon,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,512 GB,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader,1.0,,Yes,1.0,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,,No,,,1.0,,,,,,Out of Stock,72664.0
Acer,A515-56G (NX.A1CSI.001),Aspire 5,17.9 Millimeter thickness,363.4 x 238.5 x 17.9  mm,1.7 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit IPS ComfyView Display (16:9 Aspect Ratio   45% NTSC Color Gamut),No,Intel Core i5-1135G7 (11th Gen),4.2 Ghz,,8 MB,NVIDIA GeForce MX350,4 GB,DDR4,,1,1x4 Gigabyte,512 GB,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,,,1.0,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,"Acer Purified Voice Technology, Acer TrueHarmony Technology, Stereo Speakers, Compatible with Cortana with Voice",Yes,Built-in Dual Microphones,Touchpad with Multi-Touch Gestures Enabled,FineTip Keyboard with Independent Numeric Keypad (International Language Support),No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,"Yes, FineTip Backlit Keyboard with Independent Numeric Keypad (International Language Support)",,,,,No,Yes,8 Hrs,1.0,,,,,,Out of Stock,48667.0
Acer,A715-42G (UN.QAYSI.001),Aspire 7,22.9 Millimeter thickness,363 x 254 x 22.9  mm,2.15 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,Full HD IPS LED Backlit Anti-glare Display,No,AMD Hexa Core Ryzen 5 5500U,2.4 Ghz,,,NVIDIA GeForce GTX 1650,16 GB,DDR4,,1,1x16 Gigabyte,512 GB,M.2,3 Cell,Li-Ion,48 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,1.0,,1.0,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",60 Hz,,4 GB,,,,"Yes, Gaming Backlit Keyboard",,,,,No,,,1.0,,,,,,Out of Stock,69999.0
HP,450 G7 (9KW82PA),ProBook,19 Millimeter thickness,364.9 x 256.9 x 19  mm,2 Kg weight,Black,Windows 10 Professional,64-bit,15.6 Inches (39.62 cm),1366 x 768 Pixels,100 ppi,LED,HD LED Backlit Anti-glare Display,No,Intel Core i7-10750H (10th Gen),1.8 Ghz,,8 MB,Intel UHD 620,8 GB,DDR4,2666 Mhz,2,2x4 Gigabyte,,,3 Cell,Li-Ion,45 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader (3-in-1),1.0,1.0,Yes,1.0,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Integrated Digital Microphone,Touchpad with Multi-Touch Gestures Enabled,"Full-size, spill-resistant keyboard with numeric keypad",No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,1 TB,5400 RPM,SATA,,No,,,1.0,,,,,,Out of Stock,98046.0
Dell,15 3501 (D560404WIN9SR),Inspiron 15,18.0 Millimeter thickness,363.96 x 249 x 18.0  mm,1.83 Kg weight,Soft Mint,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,FHD Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,No,Intel Core i5-1135G7 (11th Gen),2.4 Ghz,,8 MB,Intel Iris Xe,8 GB,DDR4,2666 Mhz,1,1x8 Gigabyte,256 GB,M.2/Optane,3 Cell,,45 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader,1.0,1.0,Yes,1.0,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,Waves Maxx Audio Pro,Yes,Built-in Microphone,Touchpad with Multi-touch Gesture Support,English International Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,"Yes, English International Backlit Keyboard",1 TB,5400 RPM,SATA,,,,6 Hrs,,,,,,,Out of Stock,59990.0
Lenovo,3 15IIL05 (81WE0080IN),Ideapad,19.9 Millimeter thickness,362.2 x 253.4 x 19.9  mm,1.85 Kg weight,Silver,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i3-1005G1 (10th Gen),1.2 Ghz,,4 MB,Intel UHD,8 GB,DDR4,2666 Mhz,1,1x8 Gigabyte,,,2 Cell,Li-Po,35 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader (4-in-1),1.0,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,Dolby Audio,Yes,Integrated Dual Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,1 TB,5400 RPM,SATA,2.0,No,,,,,,,,,Out of Stock,37740.0
HP,340S G7 (9EJ44PA),,17.9 Millimeter thickness,324 x 225 x 17.9  mm,1.47 Kg weight (Light-weight),Ash Silver,Windows 10 Professional,64-bit,14 Inches (35.56 cm),1366 x 768 Pixels,112 ppi,LED,HD LED Backlit Anti-glare Display,No,Intel Core i5-1035G1 (10th Gen),1.0 Ghz,,6 MB,Intel UHD,8 GB,DDR4,2666 Mhz,2,2x4 Gigabyte,512 GB,,3 Cell,Li-Po,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader (3-in-1),1.0,,Yes,1.0,Yes,Yes,Yes,720p HD,,Dual Stereo Speakers,,Yes,Dual Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,,No,,,1.0,,,,,,Out of Stock,78520.0
Asus,GU502LU-AZ108T,ROG Zephyrus M15,19.9 Millimeter thickness,360 x 252 x 19.9  mm,1.9 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-10750H (10th Gen),2.6 Ghz,Intel HM470,12 MB,NVIDIA GeForce GTX 1660 Ti,16 GB,DDR4,2933 Mhz,1,1x16 Gigabyte,1 TB,,4 Cell,Li-Ion,230 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,3.0,,1.0,Yes,Yes,,,,Built-in Speakers,Smart Amp Technology,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet RGB Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",240 Hz,,6 GB,,,,"Yes, Backlit Chiclet RGB Keyboard",,,,1.0,,Yes,,1.0,,,,,,Out of Stock,89227.0
HP,445 G7 (1S0K8PA),ProBook,17.9 Millimeter thickness,324.2 x 237.7 x 17.9  mm,1.6 Kg weight,Grey,Windows 10 Professional,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,AMD Octa Core Ryzen 7 4700U,2.0 Ghz,,8 MB,AMD Radeon,8 GB,DDR4,2400 Mhz,1,1x8 Gigabyte,512 GB,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader (3-in-1),,,Yes,1.0,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Integrated Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,,No,,,1.0,,,,,,Out of Stock,81126.0
